TraceNo.;Realduration(ms);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained)
0;92452000;0;1;92451999;206559389;206559247;206559247;206559247;204523790;184496292;114107390;114107248;114107248;114107248;112071791;92044293;1;1;92451999;206559389;206559247;206559247;206559247;210140751;198105908;114107390;114107248;114107248;114107248;117688752;105653909;2;1001;92450999;206558389;206557871;206557871;206557871;190541167;195495678;114107390;114106872;114106872;114106872;98090168;103044679;3;2001;92449999;206557389;206557039;206557039;206557039;200951398;209786465;114107390;114107040;114107040;114107040;108501399;117336466;4;5001;92446999;206554389;288511903;288511903;288511903;172957110;208432588;114107390;196064904;196064904;196064904;80510111;115985589;5;84460001;7991999;122099389;187712831;263424783;263424783;179870892;209489672;114107390;179720832;255432784;255432784;171878893;201497673;6;84460001;7991999;122099389;187712831;263424783;263424783;201400987;225212392;114107390;179720832;255432784;255432784;193408988;217220393;7;84461001;7990999;122098389;189094879;263424463;263424463;163334118;195054055;114107390;181103880;255433464;255433464;155343119;187063056;8;84462001;7989999;122097389;225603983;262743503;262743503;212522241;184143645;114107390;217613984;254753504;254753504;204532242;176153646;9;92451001;999;114108389;109860383;148269359;148269359;106858877;86666222;114107390;109859384;148268360;148268360;106857878;86665223
1;92238000;0;1;92237999;206559389;206559247;206559247;206559247;205221156;222285055;114321390;114321248;114321248;114321248;112983157;130047056;1;1;92237999;206559389;206559247;206559247;206559247;208940202;172631195;114321390;114321248;114321248;114321248;116702203;80393196;2;1001;92236999;206558389;206557871;206557871;206557871;208641246;205379428;114321390;114320872;114320872;114320872;116404247;113142429;3;2001;92235999;206557389;206557039;206557039;206557039;190380481;202061232;114321390;114321040;114321040;114321040;98144482;109825233;4;3001;92234999;206556389;288511903;288511903;288511903;215837501;199108608;114321390;196276904;196276904;196276904;123602502;106873609;5;84140001;8097999;122419389;195341439;263425663;263425663;176468585;202172025;114321390;187243440;255327664;255327664;168370586;194074026;6;84141001;8096999;122418389;189094879;263424463;263424463;198716996;181760115;114321390;180997880;255327464;255327464;190619997;173663116;7;84141001;8096999;122418389;189094879;263424463;263424463;220412626;179445945;114321390;180997880;255327464;255327464;212315627;171348946;8;84143001;8094999;122416389;225603983;262743503;262743503;187918302;187146375;114321390;217508984;254648504;254648504;179823303;179051376;9;92236001;1999;114323389;844;815;815;895;1162;114321390;1155;1184;1184;1104;837;10;92236001;1999;114323389;844;815;815;808;1169;114321390;1155;1184;1184;1191;830
2;92008000;0;1;92007999;206559389;206559391;206559391;206559391;218757520;221336016;114551390;114551392;114551392;114551392;126749521;129328017;1;1001;92006999;206558389;206559247;206559247;206559247;195459454;214254565;114551390;114552248;114552248;114552248;103452455;122247566;2;2001;92005999;206557389;206557871;206557871;206557871;227985785;217503162;114551390;114551872;114551872;114551872;135979786;125497163;3;3001;92004999;206556389;288511903;288511903;288511903;199705574;212517252;114551390;196506904;196506904;196506904;107700575;120512253;4;3001;92004999;206556389;288511903;288511903;288511903;195079803;211041935;114551390;196506904;196506904;196506904;103074804;119036936;5;83053001;8954999;123506389;195341439;263425663;263425663;181964110;191142198;114551390;186386440;254470664;254470664;173009111;182187199;6;83054001;8953999;123505389;189094879;263424463;263424463;180834739;194237432;114551390;180140880;254470464;254470464;171880740;185283433;7;83054001;8953999;123505389;189094879;263424463;263424463;207410535;191648068;114551390;180140880;254470464;254470464;198456536;182694069;8;83058001;8949999;123501389;225603983;262743503;262743503;177749133;198811598;114551390;216653984;253793504;253793504;168799134;189861599;9;92007001;999;114552389;844;815;815;797;1172;114551390;155;184;184;202;173;10;92007001;999;114552389;844;815;815;814;1185;114551390;155;184;184;185;186
3;84437000;0;1;84436999;206559389;206559247;206559247;206559247;229252078;194861562;122122390;122122248;122122248;122122248;144815079;110424563;1;1;84436999;206559389;206559247;206559247;206559247;192797674;211601208;122122390;122122248;122122248;122122248;108360675;127164209;2;3001;84433999;206556389;206557871;206557871;206557871;172401327;215166442;122122390;122123872;122123872;122123872;87967328;130732443;3;4001;84432999;206555389;206557039;206557039;206557039;221513683;190975635;122122390;122124040;122124040;122124040;137080684;106542636;4;5001;84431999;206554389;288511903;288511903;288511903;198862197;236291198;122122390;204079904;204079904;204079904;114430198;151859199;5;64282001;20154999;142277389;195341439;263425663;263425663;213645896;202090695;122122390;175186440;243270664;243270664;193490897;181935696;6;64283001;20153999;142276389;189094879;263424463;263424463;233529867;206769482;122122390;168940880;243270464;243270464;213375868;186615483;7;64283001;20153999;142276389;189094879;263424463;263424463;194383145;179325528;122122390;168940880;243270464;243270464;174229146;159171529;8;64288001;20148999;142271389;225603983;262743503;262743503;200625840;187936365;122122390;205454984;242594504;242594504;180476841;167787366;9;84436001;999;122123389;844;815;815;857;1229;122122390;155;184;184;142;230;10;84436001;999;122123389;844;815;815;870;1182;122122390;155;184;184;129;183
4;91224000;0;1;91223999;206559389;206559247;206559247;206559247;208161456;218437742;115335390;115335248;115335248;115335248;116937457;127213743;1;1;91223999;206559389;206559247;206559247;206559247;213895244;233304928;115335390;115335248;115335248;115335248;122671245;142080929;2;1001;91222999;206558389;206557871;206557871;206557871;200341883;188416518;115335390;115334872;115334872;115334872;109118884;97193519;3;2001;91221999;206557389;206557039;206557039;206557039;194917765;195665238;115335390;115335040;115335040;115335040;103695766;104443239;4;4001;91219999;206555389;288511903;288511903;288511903;180962245;173770452;115335390;197291904;197291904;197291904;89742246;82550453;5;63878001;27345999;142681389;195341439;263425663;263425663;207099704;161427742;115335390;167995440;236079664;236079664;179753705;134081743;6;63879001;27344999;142680389;187712831;263424783;263424783;190559984;247378315;115335390;160367832;236079784;236079784;163214985;220033316;7;63880001;27343999;142679389;189094879;263424463;263424463;171977101;175320878;115335390;161750880;236080464;236080464;144633102;147976879;8;63883001;27340999;142676389;225603983;262743503;262743503;227659769;188787472;115335390;198262984;235402504;235402504;200318770;161446473;9;91223001;999;115336389;844;815;815;858;1172;115335390;155;184;184;141;173;10;91223001;999;115336389;844;815;815;773;1139;115335390;155;184;184;226;140
5;165530000;0;1;165529999;206559389;206559247;206559247;206559247;206210915;209730572;41029390;41029248;41029248;41029248;40680916;44200573;1;1;165529999;206559389;206559247;206559247;206559247;204276589;226131085;41029390;41029248;41029248;41029248;38746590;60601086;2;2001;165527999;206557389;206557871;206557871;206557871;204797304;183680478;41029390;41029872;41029872;41029872;39269305;18152479;3;3001;165526999;206556389;206557039;206557039;206557039;186846483;182975732;41029390;41030040;41030040;41030040;21319484;17448733;4;4001;165525999;206555389;288511903;288511903;288511903;214365800;226893612;41029390;122985904;122985904;122985904;48839801;61367613;5;2602001;162927999;203957389;195341439;263425663;263425663;185233102;208072335;41029390;32413440;100497664;100497664;22305103;45144336;6;2603001;162926999;203956389;189094879;263424463;263424463;211167626;199740442;41029390;26167880;100497464;100497464;48240627;36813443;7;2603001;162926999;203956389;189094879;263424463;263424463;181362214;219488402;41029390;26167880;100497464;100497464;18435215;56561403;8;2605001;162924999;203954389;225603983;262743503;262743503;220939799;154156038;41029390;62678984;99818504;99818504;58014800;8768961;9;90221001;75308999;116338389;434200895;387427135;387427135;61227463;63099258;41029390;358891896;312118136;312118136;14081536;12209741;10;90221001;75308999;116338389;434200895;387427135;387427135;78356908;72322802;41029390;358891896;312118136;312118136;3047909;2986197;11;90223001;75306999;116336389;225603983;387424767;0;196103118;177548372;41029390;150296984;312117768;75306999;120796119;102241373;12;165529001;999;41030389;844;829;829;812;1199;41029390;155;170;170;187;200;13;165529001;999;41030389;844;829;829;746;1212;41029390;155;170;170;253;213
6;74528000;0;1;74527999;206559389;206559247;206559247;206559247;199117318;237237448;132031390;132031248;132031248;132031248;124589319;162709449;1;1;74527999;206559389;206559247;206559247;206559247;198788723;192216595;132031390;132031248;132031248;132031248;124260724;117688596;2;2001;74525999;206557389;206557871;206557871;206557871;226766287;180807698;132031390;132031872;132031872;132031872;152240288;106281699;3;3001;74524999;206556389;195341439;140297167;140297167;178104689;177219278;132031390;120816440;65772168;65772168;103579690;102694279;4;3001;74524999;206556389;195341439;140297167;140297167;214096035;190110572;132031390;120816440;65772168;65772168;139571036;115585573;5;4001;74523999;206555389;189094879;105081311;105081311;218475868;209473955;132031390;114570880;30557312;30557312;143951869;134949956;6;4001;74523999;206555389;189094879;105081311;105081311;195082018;212906762;132031390;114570880;30557312;30557312;120558019;138382763;7;6001;74521999;206553389;225603983;102805567;102805567;182634063;201587582;132031390;151081984;28283568;28283568;108112064;127065583;8;74526001;1999;132033389;109860383;1376;1376;91453012;90434805;132031390;109858384;623;623;91451013;90432806;9;74527001;999;132032389;844;855;855;941;1159;132031390;155;144;144;58;160
7;76153000;0;1;76152999;206559389;206559247;206559247;206559247;180275819;182314192;130406390;130406248;130406248;130406248;104122820;106161193;1;1;76152999;206559389;206559247;206559247;206559247;194859030;222691162;130406390;130406248;130406248;130406248;118706031;146538163;2;1001;76151999;206558389;206557871;206557871;206557871;219986036;195024005;130406390;130405872;130405872;130405872;143834037;118872006;3;2001;76150999;206557389;195341439;140297167;140297167;207302696;163077052;130406390;119190440;64146168;64146168;131151697;86926053;4;2001;76150999;206557389;195341439;140297167;140297167;183015779;183499048;130406390;119190440;64146168;64146168;106864780;107348049;5;3001;76149999;206556389;189094879;105081311;105081311;183844437;182162162;130406390;112944880;28931312;28931312;107694438;106012163;6;3001;76149999;206556389;189094879;105081311;105081311;218907496;217944148;130406390;112944880;28931312;28931312;142757497;141794149;7;6001;76146999;206553389;225603983;102805567;102805567;208604493;161547015;130406390;149456984;26658568;26658568;132457494;85400016;8;76152001;999;130407389;844;855;855;878;1162;130406390;155;144;144;121;163;9;76152001;999;130407389;844;855;855;826;1149;130406390;155;144;144;173;150
8;76369000;0;1;76368999;206559389;206559247;206559247;206559247;203487643;230330842;130190390;130190248;130190248;130190248;127118644;153961843;1;1;76368999;206559389;206559247;206559247;206559247;189035586;244172198;130190390;130190248;130190248;130190248;112666587;167803199;2;1001;76367999;206558389;206557039;206557039;206557039;234665966;188786392;130190390;130189040;130189040;130189040;158297967;112418393;3;1001;76367999;206558389;206557039;206557039;206557039;191249209;212082888;130190390;130189040;130189040;130189040;114881210;135714889;4;2001;76366999;206557389;189094879;105081311;105081311;231946292;169817798;130190390;112727880;28714312;28714312;155579293;93450799;5;2001;76366999;206557389;189094879;105081311;105081311;211531128;208767605;130190390;112727880;28714312;28714312;135164129;132400606;6;2001;76366999;206557389;189094879;105081311;105081311;174483809;193744038;130190390;112727880;28714312;28714312;98116810;117377039;7;6001;76362999;206553389;225603983;102805567;102805567;219142192;157590685;130190390;149240984;26442568;26442568;142779193;81227686;8;76368001;999;130191389;844;855;855;899;1195;130190390;155;144;144;100;196;9;76368001;999;130191389;844;855;855;851;1145;130190390;155;144;144;148;146
9;76441000;0;1;76440999;206559389;206559247;206559247;206559247;189520696;175988785;130118390;130118248;130118248;130118248;113079697;99547786;1;1;76440999;206559389;206559247;206559247;206559247;177872277;183264052;130118390;130118248;130118248;130118248;101431278;106823053;2;2001;76438999;206557389;206557039;206557039;206557039;200209531;212218638;130118390;130118040;130118040;130118040;123770532;135779639;3;2001;76438999;206557389;206557039;206557039;206557039;223270994;195724438;130118390;130118040;130118040;130118040;146831995;119285439;4;3001;76437999;206556389;189094879;105081311;105081311;199159396;231979818;130118390;112656880;28643312;28643312;122721397;155541819;5;3001;76437999;206556389;189094879;105081311;105081311;168467312;191057005;130118390;112656880;28643312;28643312;92029313;114619006;6;3001;76437999;206556389;189094879;105081311;105081311;226996772;208804088;130118390;112656880;28643312;28643312;150558773;132366089;7;5001;76435999;206554389;225603983;102805567;102805567;201793753;192338792;130118390;149167984;26369568;26369568;125357754;115902793;8;76440001;999;130119389;844;855;855;913;1162;130118390;155;144;144;86;163;9;76440001;999;130119389;844;855;855;821;1155;130118390;155;144;144;178;156
10;76494000;0;1;76493999;206559389;206559247;206559247;206559247;183679806;225361482;130065390;130065248;130065248;130065248;107185807;148867483;1;1;76493999;206559389;206559247;206559247;206559247;204259017;209836005;130065390;130065248;130065248;130065248;127765018;133342006;2;1001;76492999;206558389;206557871;206557871;206557871;211514791;187999902;130065390;130064872;130064872;130064872;135021792;111506903;3;2001;76491999;206557389;195341439;140297167;140297167;198729749;204442592;130065390;118849440;63805168;63805168;122237750;127950593;4;2001;76491999;206557389;195341439;140297167;140297167;190584462;229774055;130065390;118849440;63805168;63805168;114092463;153282056;5;3001;76490999;206556389;189094879;105081311;105081311;170991617;177086728;130065390;112603880;28590312;28590312;94500618;100595729;6;3001;76490999;206556389;189094879;105081311;105081311;222304442;215553212;130065390;112603880;28590312;28590312;145813443;139062213;7;5001;76488999;206554389;225603983;102805567;102805567;196385102;201173045;130065390;149114984;26316568;26316568;119896103;124684046;8;76492001;1999;130067389;109860383;1376;1376;91627096;127944795;130065390;109858384;623;623;91625097;127942796;9;76493001;999;130066389;844;855;855;908;1135;130065390;155;144;144;91;136
11;76504000;0;1;76503999;206559389;206559247;206559247;206559247;184775853;192641268;130055390;130055248;130055248;130055248;108271854;116137269;1;1;76503999;206559389;206559247;206559247;206559247;201803760;167955312;130055390;130055248;130055248;130055248;125299761;91451313;2;1001;76502999;206558389;206557871;206557871;206557871;207253112;218593828;130055390;130054872;130054872;130054872;130750113;142090829;3;2001;76501999;206557389;195341439;140297167;140297167;194464828;190023232;130055390;118839440;63795168;63795168;117962829;113521233;4;2001;76501999;206557389;195341439;140297167;140297167;219623305;190819725;130055390;118839440;63795168;63795168;143121306;114317726;5;3001;76500999;206556389;189094879;105081311;105081311;188356292;210242632;130055390;112593880;28580312;28580312;111855293;133741633;6;3001;76500999;206556389;189094879;105081311;105081311;195930560;240029768;130055390;112593880;28580312;28580312;119429561;163528769;7;5001;76498999;206554389;225603983;102805567;102805567;188938612;193810455;130055390;149104984;26306568;26306568;112439613;117311456;8;76503001;999;130056389;844;855;855;882;1202;130055390;155;144;144;117;203;9;76503001;999;130056389;844;855;855;919;1182;130055390;155;144;144;80;183
12;72735000;0;1;72734999;206559389;206559247;206559247;206559247;211473968;194058795;133824390;133824248;133824248;133824248;138738969;121323796;1;1;72734999;206559389;206559247;206559247;206559247;218875973;225975518;133824390;133824248;133824248;133824248;146140974;153240519;2;1001;72733999;206558389;206557039;206557039;206557039;192779784;206271265;133824390;133823040;133823040;133823040;120045785;133537266;3;1001;72733999;206558389;206557039;206557039;206557039;230053668;203497502;133824390;133823040;133823040;133823040;157319669;130763503;4;2001;72732999;206557389;189094879;105081311;105081311;204453684;198998035;133824390;116361880;32348312;32348312;131720685;126265036;5;2001;72732999;206557389;189094879;105081311;105081311;183855149;215573438;133824390;116361880;32348312;32348312;111122150;142840439;6;2001;72732999;206557389;189094879;105081311;105081311;188723205;216335638;133824390;116361880;32348312;32348312;115990206;143602639;7;4001;72730999;206555389;225603983;102805567;102805567;176574700;184463805;133824390;152872984;30074568;30074568;103843701;111732806;8;72733001;1999;133826389;109860383;1376;1376;103774347;83626495;133824390;109858384;623;623;103772348;83624496;9;72734001;999;133825389;844;855;855;840;1182;133824390;155;144;144;159;183
