p1,p2,p3,p4,p5,p6,p7,p8,CHANGE_DIAGN,FIN,DELETE,RELEASE,CODE_OK,CODE_NOK,BILLED,case_id,formula
0.9985255599021912,0.0014744405634701252,0.9988248944282532,0.001175130601041019,0.9988419413566589,0.0011580388527363539,0.998842179775238,0.0011578492121770978,6680960.0,10102416.0,5201976.0,96784.1796875,409770.8125,11595042.0,2615867.25,AABE,0+p2*(0)/(1.001-p4)+p5*(0+RELEASE+p7*CODE_OK+p8*CODE_NOK+BILLED)+p6*0
0.00116652250289917,0.9988334774971008,0.946519136428833,0.05348089337348938,0.9641757011413574,0.03582429140806198,0.998842179775238,0.0011578492121770978,92872.84375,6564681.0,752172.0,96209.109375,389279.4375,996477.8125,1774154.625,AAEE,0+p2*(0+p4*(CHANGE_DIAGN)/(1.001-p4))+p5*(FIN+RELEASE+p7*CODE_OK+p8*CODE_NOK+BILLED)+p6*DELETE
0.9985532760620117,0.001446730108000338,0.9986245036125183,0.0013754717074334621,0.9986298680305481,0.0013701316202059388,0.0032097697257995605,0.9967902302742004,121238.203125,230883.15625,1261211.5,96209.109375,389279.4375,799335.1875,8573530.0,AAFD,0+p2*(0)/(1.001-p4)+p5*(0+RELEASE+p7*CODE_OK+p8*CODE_NOK+BILLED)+p6*0
0.9985255599021912,0.0014744405634701252,0.9988372921943665,0.0011627089697867632,0.9988419413566589,0.0011580388527363539,0.998842179775238,0.0011578492121770978,12210362.0,18251242.0,5904553.5,96784.1796875,409770.8125,19861354.0,2685067.25,AAJD,0+p2*(0)/(1.001-p4)+p5*(0+RELEASE+p7*CODE_OK+p8*CODE_NOK+BILLED)+p6*0
0.9985255599021912,0.0014744405634701252,0.9988397359848022,0.0011602543527260423,0.9988419413566589,0.0011580388527363539,0.998842179775238,0.0011578492121770978,7425567.0,10487788.0,2846168.5,96784.1796875,409770.8125,14885548.0,4351586.0,AAKD,0+p2*(0)/(1.001-p4)+p5*(0+RELEASE+p7*CODE_OK+p8*CODE_NOK+BILLED)+p6*0
0.00116652250289917,0.9988334774971008,0.9485152959823608,0.05148468539118767,0.96817547082901,0.031824517995119095,0.998842179775238,0.0011578492121770978,92872.84375,6926230.5,1650250.0,96209.109375,389279.4375,525488.4375,4856265.0,AAMD,0+p2*(0+p4*(CHANGE_DIAGN)/(1.001-p4))+p5*(FIN+RELEASE+p7*CODE_OK+p8*CODE_NOK+BILLED)+p6*DELETE
0.9985255599021912,0.0014744405634701252,0.9987956881523132,0.0012043396709486842,0.9987185597419739,0.001281434902921319,0.998842179775238,0.0011578492121770978,1293534.25,2437140.75,4462988.5,96784.1796875,409770.8125,1311767.75,8636686.0,AAME,0+p2*(0)/(1.001-p4)+p5*(0+RELEASE+p7*CODE_OK+p8*CODE_NOK+BILLED)+p6*0
0.00116652250289917,0.9988334774971008,0.946519136428833,0.05348089337348938,0.967349112033844,0.03265088051557541,0.998842179775238,0.0011578492121770978,92872.84375,6585738.0,6430341.0,96209.109375,389279.4375,2360181.25,5785917.0,AAOD,0+p2*(0+p4*(CHANGE_DIAGN)/(1.001-p4))+p5*(FIN+RELEASE+p7*CODE_OK+p8*CODE_NOK+BILLED)+p6*DELETE
0.9985766410827637,0.0014233847614377737,0.9987956881523132,0.0012043396709486842,0.9987183213233948,0.0012816491071134806,0.998842179775238,0.0011578492121770978,343129.09375,746925.8125,2421007.25,87745.1953125,391157.625,1514855.5,8711190.0,AARD,0+p2*(0)/(1.001-p4)+p5*(0+RELEASE+p7*CODE_OK+p8*CODE_NOK+BILLED)+p6*0
0.00116652250289917,0.9988334774971008,0.946519136428833,0.05348089337348938,0.9672101140022278,0.03278987854719162,0.998842179775238,0.0011578492121770978,92872.84375,6912057.0,795471.75,96209.109375,389279.4375,1331577.375,2408937.0,AAUD,0+p2*(0+p4*(CHANGE_DIAGN)/(1.001-p4))+p5*(FIN+RELEASE+p7*CODE_OK+p8*CODE_NOK+BILLED)+p6*DELETE
0.0018483996391296387,0.9981516003608704,0.9628442525863647,0.037155717611312866,0.9806683659553528,0.01933165267109871,0.998842179775238,0.0011578492121770978,6573604.5,13287398.0,2060838.0,100813.109375,409770.8125,14773338.0,2126166.75,AAWD,0+p2*(0+p4*(CHANGE_DIAGN)/(1.001-p4))+p5*(FIN+RELEASE+p7*CODE_OK+p8*CODE_NOK+BILLED)+p6*DELETE
0.9985255599021912,0.0014744405634701252,0.9988397359848022,0.0011602543527260423,0.9988419413566589,0.0011580388527363539,0.998842179775238,0.0011578492121770978,7425567.0,10487788.0,3634274.0,96784.1796875,409770.8125,13046642.0,3678396.5,AAXD,0+p2*(0)/(1.001-p4)+p5*(0+RELEASE+p7*CODE_OK+p8*CODE_NOK+BILLED)+p6*0
0.9985255599021912,0.0014744405634701252,0.9988397359848022,0.0011602543527260423,0.9988419413566589,0.0011580388527363539,0.998842179775238,0.0011578492121770978,6616846.0,10102416.0,5634116.5,96784.1796875,409770.8125,11699644.0,2328808.0,AAYD,0+p2*(0)/(1.001-p4)+p5*(0+RELEASE+p7*CODE_OK+p8*CODE_NOK+BILLED)+p6*0
0.9985255599021912,0.0014744405634701252,0.9988372921943665,0.0011627089697867632,0.9988419413566589,0.0011580388527363539,0.998842179775238,0.0011578492121770978,3559746.5,6880058.5,5833025.0,96784.1796875,409770.8125,11870226.0,2799046.0,AAZD,0+p2*(0)/(1.001-p4)+p5*(0+RELEASE+p7*CODE_OK+p8*CODE_NOK+BILLED)+p6*0
0.00116652250289917,0.9988334774971008,0.9458563923835754,0.05414362624287605,0.9710534811019897,0.028946520760655403,0.998842179775238,0.0011578492121770978,92872.84375,6926230.5,1209665.875,96209.109375,389279.4375,1825503.875,2408937.0,ABAE,0+p2*(0+p4*(CHANGE_DIAGN)/(1.001-p4))+p5*(FIN+RELEASE+p7*CODE_OK+p8*CODE_NOK+BILLED)+p6*DELETE
0.9985255599021912,0.0014744405634701252,0.9988223910331726,0.0011776165338233113,0.9988419413566589,0.0011580388527363539,0.998842179775238,0.0011578492121770978,5813554.5,10088916.0,3097421.0,96784.1796875,409770.8125,12111252.0,2414760.75,ABBE,0+p2*(0)/(1.001-p4)+p5*(0+RELEASE+p7*CODE_OK+p8*CODE_NOK+BILLED)+p6*0
0.00116652250289917,0.9988334774971008,0.9481104016304016,0.05188962072134018,0.9847114086151123,0.015288577415049076,0.998842179775238,0.0011578492121770978,6405379.5,3323250.0,2206441.25,100813.109375,409770.8125,11988080.0,2774889.0,ABDE,0+p2*(0+p4*(CHANGE_DIAGN)/(1.001-p4))+p5*(FIN+RELEASE+p7*CODE_OK+p8*CODE_NOK+BILLED)+p6*DELETE
0.9985255599021912,0.0014744405634701252,0.9988248944282532,0.001175130601041019,0.9988419413566589,0.0011580388527363539,0.998842179775238,0.0011578492121770978,8405542.0,11320400.0,2960910.75,96784.1796875,409770.8125,11951878.0,2782145.5,ABEE,0+p2*(0)/(1.001-p4)+p5*(0+RELEASE+p7*CODE_OK+p8*CODE_NOK+BILLED)+p6*0
0.9985255599021912,0.0014744405634701252,0.9988372921943665,0.0011627089697867632,0.9988419413566589,0.0011580388527363539,0.998842179775238,0.0011578492121770978,2313538.75,4196852.0,4550230.0,96784.1796875,409770.8125,8785886.0,3514398.0,ABGE,0+p2*(0)/(1.001-p4)+p5*(0+RELEASE+p7*CODE_OK+p8*CODE_NOK+BILLED)+p6*0
0.9985766410827637,0.0014233847614377737,0.9987521767616272,0.0012478360440582037,0.9986467361450195,0.001353248255327344,0.998842179775238,0.0011578492121770978,301008.28125,735618.1875,1686081.75,170263.59375,389279.4375,2362238.75,12509814.0,ABHD,0+p2*(0)/(1.001-p4)+p5*(0+RELEASE+p7*CODE_OK+p8*CODE_NOK+BILLED)+p6*0
0.00116652250289917,0.9988334774971008,0.946519136428833,0.05348089337348938,0.9612569808959961,0.0387430414557457,0.998842179775238,0.0011578492121770978,92872.84375,6912057.0,1169950.5,96209.109375,389279.4375,506023.0625,5207405.5,ABID,0+p2*(0+p4*(CHANGE_DIAGN)/(1.001-p4))+p5*(FIN+RELEASE+p7*CODE_OK+p8*CODE_NOK+BILLED)+p6*DELETE
0.00116652250289917,0.9988334774971008,0.9511953592300415,0.0488046370446682,0.9656014442443848,0.03439857065677643,0.998842179775238,0.0011578492121770978,198590.75,6025300.0,1757484.75,93622.1640625,389279.4375,631393.0,6274542.5,ABJE,0+p2*(0+p4*(CHANGE_DIAGN)/(1.001-p4))+p5*(FIN+RELEASE+p7*CODE_OK+p8*CODE_NOK+BILLED)+p6*DELETE
0.0012404918670654297,0.9987595081329346,0.9532541036605835,0.046745870262384415,0.9791054725646973,0.02089453488588333,0.998842179775238,0.0011578492121770978,260948.4375,5789917.0,1168961.0,249643.796875,409770.8125,578081.375,5837060.0,ABKD,0+p2*(0+p4*(CHANGE_DIAGN)/(1.001-p4))+p5*(FIN+RELEASE+p7*CODE_OK+p8*CODE_NOK+BILLED)+p6*DELETE
0.001295924186706543,0.9987040758132935,0.6582311391830444,0.3417688310146332,0.921941339969635,0.0780586525797844,0.998842179775238,0.0011578492121770978,418539.625,12506186.0,1849893.75,96209.109375,389279.4375,560988.75,4213201.5,ABKE,0+p2*(0+p4*(CHANGE_DIAGN)/(1.001-p4))+p5*(FIN+RELEASE+p7*CODE_OK+p8*CODE_NOK+BILLED)+p6*DELETE
0.00116652250289917,0.9988334774971008,0.946519136428833,0.05348089337348938,0.9667571783065796,0.033242832869291306,0.998842179775238,0.0011578492121770978,106187.90625,6926230.5,1269142.25,96209.109375,389279.4375,2806834.0,4790297.5,ABMD,0+p2*(0+p4*(CHANGE_DIAGN)/(1.001-p4))+p5*(FIN+RELEASE+p7*CODE_OK+p8*CODE_NOK+BILLED)+p6*DELETE
0.00116652250289917,0.9988334774971008,0.9575487971305847,0.04245120286941528,0.9878410696983337,0.012158934026956558,0.998842179775238,0.0011578492121770978,2150902.75,5794667.0,1275596.125,100813.109375,409770.8125,4993679.5,2389173.0,ABND,0+p2*(0+p4*(CHANGE_DIAGN)/(1.001-p4))+p5*(FIN+RELEASE+p7*CODE_OK+p8*CODE_NOK+BILLED)+p6*DELETE
0.0018483996391296387,0.9981516003608704,0.9800561666488647,0.019943812862038612,0.9663098454475403,0.033690132200717926,0.998842179775238,0.0011578492121770978,8769804.0,11246650.0,2748301.5,100813.109375,409770.8125,13757884.0,1797127.0,ABRD,0+p2*(0+p4*(CHANGE_DIAGN)/(1.001-p4))+p5*(FIN+RELEASE+p7*CODE_OK+p8*CODE_NOK+BILLED)+p6*DELETE
